title,year,id_jp,url_allo,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
sagan,2008,9335fe0c4330b614db45b7039ba6c389,https://www.allocine.fr/film/fichefilm_gen_cfilm=135052.html,diane kurys,france,7020,drame,30541,197375,153454,4,526872,247,3,3.3,"[""Sylvie Testud"", ""Pierre Palmade"", ""Jeanne Balibar"", ""Lionel Abelanski""]",-1,"[""francais""]",119342,3
truands,2007,934f1ec94b66753b4a484b33c10e5e39,https://www.allocine.fr/film/fichefilm_gen_cfilm=108871.html,frederic schoendoerffer,france,6420,thriller,22654,173561,145583,4,318169,196,2,2,"[""Benoît Magimel"", ""Philippe Caubère"", ""Béatrice Dalle"", ""Olivier Marchal""]",4000000,"[""francais""]",106009,0
iron man 3,2013,93ef6fe734666f89255d8ea4c19cc35e,https://www.allocine.fr/film/fichefilm_gen_cfilm=139589.html,shane black,etatsunis,7800,comicbook,318216,2064740,1633980,1,4386939,740,3.2,3.8,"[""Robert Downey Jr."", ""Gwyneth Paltrow"", ""Don Cheadle"", ""Ben Kingsley""]",200000000,"[""anglais""]",136089,0
scream 4,2011,93f833c38e7be22cba24b670ce8d8494,https://www.allocine.fr/film/fichefilm_gen_cfilm=138196.html,wes craven,etatsunis,6660,horreur,109095,533026,413556,2,1070890,440,3.3,3,"[""Neve Campbell"", ""David Arquette"", ""Courteney Cox"", ""Emma Roberts""]",40000000,"[""anglais""]",129305,0
tout le monde dit i love you,1996,940a5629ee575ff220dbd1e7087d502c,https://www.allocine.fr/film/fichefilm_gen_cfilm=14881.html,woody allen,etatsunis,6060,comedie,-1,462471,-1,3,1555752,258,4.4,3.3,"[""Woody Allen"", ""Julia Roberts"", ""Goldie Hawn"", ""Alan Alda""]",20000000,"[""anglais""]",91737,0
donnie brasco,1997,943d6046066e3f5cbc3ef29ca8238f09,https://www.allocine.fr/film/fichefilm_gen_cfilm=13896.html,mike newell,etatsunis,7500,thriller,-1,269267,-1,3,720753,311,3.4,4,"[""Al Pacino"", ""Johnny Depp"", ""Michael Madsen"", ""Ronnie Farer""]",-1,"[""anglais""]",91879,0
prete a tout,1995,9486b2fbc06a674290121e5ddaa2057d,https://www.allocine.fr/film/fichefilm_gen_cfilm=13547.html,gus van sant,etatsunis,6420,thriller,-1,92739,-1,5,229513,-1,-1,3.1,"[""Nicole Kidman"", ""Matt Dillon"", ""Casey Affleck"", ""Joaquin Phoenix""]",-1,"[""anglais""]",88840,1
gemini man,2019,9501a3d22c98d056957617681d895a6b,https://www.allocine.fr/film/fichefilm_gen_cfilm=143746.html,ang lee,etatsunis,7020,science fiction,46877,360006,306536,2,922507,513,2.9,2.7,"[""Will Smith"", ""Mary Elizabeth Winstead"", ""Clive Owen"", ""Benedict Wong""]",-1,"[""anglais""]",151383,0
ennemi detat,1998,95077c56e1e8e3c60a6396d2d9426311,https://www.allocine.fr/film/fichefilm_gen_cfilm=16026.html,tony scott,etatsunis,7980,aventure action,78523,605801,-1,1,2063752,500,3.4,3.7,"[""Will Smith"", ""Gene Hackman"", ""Jon Voight"", ""Regina King""]",90000000,"[""anglais""]",96085,0
max la menace,2008,96c856074e964f3f496122bcff2f5743,https://www.allocine.fr/film/fichefilm_gen_cfilm=114624.html,peter segal,etatsunis,6600,comedie,24347,220612,171501,3,415099,448,3,2.7,"[""Steve Carell"", ""Anne Hathaway"", ""Alan Arkin"", ""Dwayne Johnson""]",80000000,"[""anglais"", ""russe""]",121386,0
big eyes,2014,96d2d78402b5605a1cf50387b837aa0d,https://www.allocine.fr/film/fichefilm_gen_cfilm=134096.html,tim burton,etatsunis,6360,drame,18420,221977,147573,4,368262,320,3.2,3.7,"[""Amy Adams"", ""Christoph Waltz"", ""Danny Huston"", ""Krysten Ritter""]",10000000,"[""anglais"", ""francais"", ""italien""]",141811,1
le village des damnes,1995,9704d703c141ed55fa89247f4a5828d1,https://www.allocine.fr/film/fichefilm_gen_cfilm=12978.html,john carpenter,etatsunis,5880,horreur,-1,53020,-1,8,144975,67,-1,2.8,"[""Christopher Reeve"", ""Kirstie Alley"", ""Linda Kozlowski"", ""Michael Paré""]",-1,"[""anglais""]",87969,0
lagence tous risques,2010,972060a33f5f60570212fc8bfba8908a,https://www.allocine.fr/film/fichefilm_gen_cfilm=133588.html,joe carnahan,etatsunis,7020,aventure action,93752,469720,403719,1,1179449,621,3.2,3.2,"[""Liam Neeson"", ""Bradley Cooper"", ""Jessica Biel"", ""Quinton Rampage Jackson""]",110000000,"[""anglais"", ""francais"", ""espagnol"", ""swahili""]",-1,0
lennui,1998,975a28b3214ba5c4e3de62930ae9dcd3,https://www.allocine.fr/film/fichefilm_gen_cfilm=17885.html,cedric kahn,france,6120,drame,-1,74450,-1,9,299701,52,4.1,2.3,"[""Charles Berling"", ""Sophie Guillemin"", ""Arielle Dombasle"", ""Anne-Sophie Morillon""]",-1,"[""francais""]",-1,1
complots,1997,982a5168b42694e37ad8aa298d12c573,https://www.allocine.fr/film/fichefilm_gen_cfilm=10656.html,richard donner,etatsunis,8100,aventure action,-1,456461,-1,2,1202722,464,-1,3.2,"[""Mel Gibson"", ""Julia Roberts"", ""Patrick Stewart"", ""Cylk Cozart""]",75000000,"[""anglais""]",92651,0
la fille coupee en deux,2007,983c1ae13d09a70376df5f43df56ff4c,https://www.allocine.fr/film/fichefilm_gen_cfilm=116011.html,claude chabrol,france,6900,drame,50685,247078,194036,5,752871,292,3.8,2.3,"[""Ludivine Sagnier"", ""François Berléand"", ""Benoît Magimel"", ""Mathilda May""]",-1,"[""francais""]",115546,0
creatures celestes,1994,99144596c4322fa616d90ebbb90a78d0,https://www.allocine.fr/film/fichefilm_gen_cfilm=12859.html,peter jackson,nouvellezelande,6000,drame,-1,42728,-1,13,152736,58,-1,3.6,"[""Kate Winslet"", ""Melanie Lynskey"", ""Sarah Peirse"", ""Diana Kent""]",5000000,"[""anglais""]",89711,2
jumper,2008,9960656d7face3fd5ce6139645708de9,https://www.allocine.fr/film/fichefilm_gen_cfilm=114653.html,doug liman,etatsunis,5400,aventure action,126408,626887,530800,3,1154065,586,2.3,2.8,"[""Hayden Christensen"", ""Samuel L. Jackson"", ""Jamie Bell"", ""Rachel Bilson""]",85000000,"[""anglais""]",-1,1
le code a change,2009,99751833e5515bea24ff8fdb913e8f09,https://www.allocine.fr/film/fichefilm_gen_cfilm=128181.html,daniele thompson,france,6000,comedie dramatique,128677,762912,621689,1,1626878,523,3.3,2.3,"[""Karin Viard"", ""Dany Boon"", ""Marina Foïs"", ""Patrick Bruel""]",12000000,"[""francais""]",118494,0
les anges gardiens,1995,997ab34bc831dea67452c994f5c49869,https://www.allocine.fr/film/fichefilm_gen_cfilm=13115.html,jeanmarie poire,france,6600,comedie,-1,1388080,-1,1,5793034,582,-1,2.4,"[""Gérard Depardieu"", ""Christian Clavier"", ""Yves Rénier"", ""Eva Grimaldi""]",16140000,"[""""]",83154,0
savages,2012,997eb598d34f21b85de14470ca8833c2,https://www.allocine.fr/film/fichefilm_gen_cfilm=178686.html,oliver stone,etatsunis,7800,thriller,30524,216929,180899,4,501514,307,3,3.4,"[""Taylor Kitsch"", ""Aaron Taylor-Johnson"", ""Blake Lively"", ""Benicio Del Toro""]",-1,"[""anglais""]",133958,0
le voyage en armenie,2006,99982e5a486d2d1f237b412680981ae6,https://www.allocine.fr/film/fichefilm_gen_cfilm=108910.html,robert guediguian,france,7500,drame,10407,67706,47381,11,261456,174,3.6,2.7,"[""Ariane Ascaride"", ""Gérard Meylan"", ""Simon Abkarian"", ""Serge Avédikian""]",36000000,"[""francais""]",112730,1
au revoir a jamais,1996,99a81aa5e64efffd2d4fd478404e1aa2,https://www.allocine.fr/film/fichefilm_gen_cfilm=16072.html,renny harlin,etatsunis,7200,aventure action,-1,219442,-1,4,852044,251,-1,3,"[""Geena Davis"", ""Samuel L. Jackson"", ""Brian Cox"", ""Yvonne Zima""]",65000000,"[""anglais"", ""allemand""]",91314,0
rien ne va plus,1997,9c5b826915fb0b6b3b0d274c0ec010e2,https://www.allocine.fr/film/fichefilm_gen_cfilm=10027.html,claude chabrol,france,6300,thriller,-1,172230,-1,3,458125,234,-1,3,"[""Michel Serrault"", ""Isabelle Huppert"", ""François Cluzet"", ""Jean-François Balmer""]",-1,"[""francais"", ""hongrois""]",90016,0
je suis une legende,2007,9d4c9f99bb4c8a94ff591c1606cd0adb,https://www.allocine.fr/film/fichefilm_gen_cfilm=105557.html,francis lawrence,etatsunis,6000,science fiction,185764,1096518,912563,1,2970084,621,3.1,3.8,"[""Will Smith"", ""Alice Braga"", ""Charlie Tahan"", ""Salli Richardson-Whitfield""]",150000000,"[""anglais""]",119393,3
steak,2007,9e48b3b263f3a5c6474cffa9970fb389,https://www.allocine.fr/film/fichefilm_gen_cfilm=110872.html,quentin dupieux,france,4920,comedie,20502,197722,103494,5,290674,413,2.4,1.7,"[""Eric Judor"", ""Ramzy Bedia"", ""Sébastien Tellier"", ""Jonathan Lambert""]",6000000,"[""francais""]",107925,0
lady vegas les memoires dune joueuse,2012,9e949a68dbe1516df9d4ca5a19d8709e,https://www.allocine.fr/film/fichefilm_gen_cfilm=175041.html,stephen frears,etatsunis,5580,comedie dramatique,2779,16256,11899,19,27161,73,1.7,1.8,"[""Bruce Willis"", ""Rebecca Hall"", ""Catherine Zeta-Jones"", ""Vince Vaughn""]",20000000,"[""anglais""]",134018,0
la religieuse,2013,9ea6732dae57ca904b074682f6c8eb43,https://www.allocine.fr/film/fichefilm_gen_cfilm=174677.html,guillaume nicloux,france,6840,drame,13767,105241,79316,11,240036,199,3.3,3.4,"[""Pauline Etienne"", ""Isabelle Huppert"", ""Martina Gedeck"", ""Louise Bourgoin""]",-1,"[""francais""]",126000,1
esther,2009,9fe544ec029b10df40b4e9e3f42030bc,https://www.allocine.fr/film/fichefilm_gen_cfilm=132783.html,jaume colletserra,etatsunis,7380,thriller,64100,259097,229324,4,638919,284,3.8,3.8,"[""Vera Farmiga"", ""Peter Sarsgaard"", ""Isabelle Fuhrman"", ""CCH Pounder""]",-1,"[""anglais"", ""estonien""]",124482,0
bienvenue a gattaca,1997,a04104e586c3a93bc7649bbe32d3aab6,https://www.allocine.fr/film/fichefilm_gen_cfilm=17079.html,andrew niccol,etatsunis,6360,science fiction,-1,97569,-1,8,467148,72,-1,4.2,"[""Ethan Hawke"", ""Uma Thurman"", ""Jude Law"", ""Loren Dean""]",36000000,"[""anglais""]",-1,1
daylight,1996,a12fb2f6b750daa837fccb33d56ce477,https://www.allocine.fr/film/fichefilm_gen_cfilm=15965.html,rob cohen,etatsunis,6840,catastrophe,55266,389115,-1,2,1312321,488,-1,2.7,"[""Sylvester Stallone"", ""Dan Hedaya"", ""Jay O. Sanders"", ""Viggo Mortensen""]",80000000,"[""anglais""]",91251,0
limaginarium du docteur parnassus,2009,a16451854cdbd3420bae656437d17f1b,https://www.allocine.fr/film/fichefilm_gen_cfilm=131723.html,terry gilliam,etatsunis,7320,fantasy,61624,240437,209431,5,535596,234,3.2,3.3,"[""Heath Ledger"", ""Johnny Depp"", ""Jude Law"", ""Colin Farrell""]",45000000,"[""anglais"", ""francais"", ""russe""]",-1,0
mademoiselle chambon,2009,a27a05cc2386ea4efdb453546e6b394c,https://www.allocine.fr/film/fichefilm_gen_cfilm=136372.html,stephane brize,france,6060,comedie dramatique,23023,165891,131210,4,504385,193,3.7,3.2,"[""Vincent Lindon"", ""Sandrine Kiberlain"", ""Aure Atika"", ""Jean-Marc Thibault""]",2600000,"[""francais""]",117102,1
antichrist,2009,a2fcd33a5f624a5a16004f4f083b368e,https://www.allocine.fr/film/fichefilm_gen_cfilm=120692.html,lars von trier,allemagne,6240,thriller,9718,63719,48256,12,144764,119,2.2,2.4,"[""Willem Dafoe"", ""Charlotte Gainsbourg"", ""Storm Acheche Sahlstrøm""]",11000000,"[""anglais""]",121012,4
dark shadows,2012,a308c1d48af513ebf181d8b556620adc,https://www.allocine.fr/film/fichefilm_gen_cfilm=130298.html,tim burton,etatsunis,6720,fantasy,94946,676890,568514,1,1951438,474,3.5,3.3,"[""Johnny Depp"", ""Michelle Pfeiffer"", ""Helena Bonham Carter"", ""Eva Green""]",-1,"[""anglais""]",133349,0
numero quatre,2011,a33866835b94983c46e7293f99307173,https://www.allocine.fr/film/fichefilm_gen_cfilm=148101.html,dj caruso,etatsunis,6240,science fiction,31929,259311,-1,2,688858,260,1.9,3,"[""Alex Pettyfer"", ""Timothy Olyphant"", ""Teresa Palmer"", ""Dianna Agron""]",50000000,"[""anglais"", ""francais""]",129037,0
derniere danse,1996,a3c895c2c1d7390bafd43e0540237bf9,https://www.allocine.fr/film/fichefilm_gen_cfilm=15264.html,bruce beresford,etatsunis,6120,drame,-1,97199,-1,6,263765,108,-1,3.1,"[""Sharon Stone"", ""Jack Thompson"", ""Randy Quaid"", ""Rob Morrow""]",-1,"[""anglais""]",89892,0
jusquen enfer,2009,a405f189369c384eb8f491d40cef0112,https://www.allocine.fr/film/fichefilm_gen_cfilm=133358.html,sam raimi,etatsunis,5940,horreur,25026,209248,164707,3,513513,280,3.8,3.4,"[""Alison Lohman"", ""Justin Long"", ""Lorna Raver"", ""David Paymer""]",30000000,"[""tcheque"", ""anglais"", ""hongrois"", ""espagnol""]",120504,0
pretaporter,1994,a41a23d3d11826b46fe9738d44f456dd,https://www.allocine.fr/film/fichefilm_gen_cfilm=11738.html,robert altman,etatsunis,7920,comedie,-1,310634,-1,3,812982,200,-1,2,"[""Marcello Mastroianni"", ""Sophia Loren"", ""Jean-Pierre Cassel"", ""Stephen Rea""]",-1,"[""anglais"", ""francais"", ""italien""]",87433,0
avatar la voie de leau,2022,a44ccfb6d2e8564b8eab4d5976dd4d89,https://www.allocine.fr/film/fichefilm_gen_cfilm=178014.html,james cameron,etatsunis,11520,science fiction,230000,2739848,1847065,1,14000537,762,4.1,4.2,"[""Sam Worthington"", ""Zoe Saldana"", ""Sigourney Weaver"", ""Stephen Lang""]",-1,"[""anglais""]",-1,2
bogus,1996,a604b1ce0cf2c86c88e29abb5c2731cb,https://www.allocine.fr/film/fichefilm_gen_cfilm=15314.html,norman jewison,etatsunis,6600,film familial,-1,85495,-1,7,177638,147,-1,2.4,"[""Whoopi Goldberg"", ""Gérard Depardieu"", ""Haley Joel Osment"", ""Denis Mercier""]",32000000,"[""anglais"", ""francais""]",90351,0
la fille du rer,2009,a62c6cddeb96a2a4c07385af41501703,https://www.allocine.fr/film/fichefilm_gen_cfilm=134185.html,andre techine,france,6300,drame,10704,107837,66674,10,183740,189,3.7,2.3,"[""Emilie Dequenne"", ""Catherine Deneuve"", ""Michel Blanc"", ""Mathieu Demy""]",7000000,"[""francais""]",120212,1
twilight chapitre 2 tentation,2009,a6a68f33a487af4d3e553829d4789b26,https://www.allocine.fr/film/fichefilm_gen_cfilm=140991.html,chris weitz,etatsunis,7800,fantasy,488133,2318559,2112654,1,4201484,755,2.6,2.2,"[""Kristen Stewart"", ""Robert Pattinson"", ""Taylor Lautner"", ""Ashley Greene Khoury""]",50000000,"[""anglais""]",124108,0
le dernier maitre de lair,2010,a6aca7c56cf7a6559039ad380cfe6ea9,https://www.allocine.fr/film/fichefilm_gen_cfilm=125433.html,m night shyamalan,etatsunis,6180,aventure action,130495,526009,455963,4,1184473,477,1.9,2.1,"[""Noah Ringer"", ""Dev Patel"", ""Nicola Peltz Beckham"", ""Jackson Rathbone""]",150000000,"[""anglais""]",126048,5
juno,2007,a6ec49bd68b129970cb2232574581858,https://www.allocine.fr/film/fichefilm_gen_cfilm=121167.html,jason reitman,etatsunis,5520,comedie,21726,182134,144107,6,873420,149,3.9,3.9,"[""Elliot Page"", ""Michael Cera"", ""Jennifer Garner"", ""Jason Bateman""]",2500000,"[""anglais""]",-1,7
mortal kombat,1995,a76c2acf54b4a4e80fdcf998d0ce3b11,https://www.allocine.fr/film/fichefilm_gen_cfilm=13254.html,paul ws anderson,etatsunis,6000,aventure action,-1,434879,-1,3,954290,241,-1,1.7,"[""Christopher Lambert"", ""Robin Shou"", ""Linden Ashby"", ""Cary-Hiroyuki Tagawa""]",20000000,"[""anglais""]",88501,0
a lepreuve du feu,1996,a7b5230780245a8e0c7b7a3b0ea6c414,https://www.allocine.fr/film/fichefilm_gen_cfilm=15694.html,edward zwick,etatsunis,7020,drame,-1,93112,-1,10,171562,201,-1,2.7,"[""Denzel Washington"", ""Meg Ryan"", ""Lou Diamond Phillips"", ""Michael Moriarty""]",46000000,"[""anglais""]",90231,0
larmee du crime,2009,a7d0892fed958c950f65733a2ff2d889,https://www.allocine.fr/film/fichefilm_gen_cfilm=135212.html,robert guediguian,france,7500,drame,37191,150569,126558,6,428961,250,3.5,3.2,"[""Simon Abkarian"", ""Virginie Ledoyen"", ""Robinson Stévenin"", ""Grégoire Leprince-Ringuet""]",9200000,"[""francais""]",119984,0
mesrine linstinct de mort,2008,a8b294ad7b5e706577bf0cd3690ae8e1,https://www.allocine.fr/film/fichefilm_gen_cfilm=111809.html,jeanfrancois richet,france,6780,thriller,101842,769242,582665,1,2274424,489,4,4,"[""Vincent Cassel"", ""Cécile de France"", ""Gérard Depardieu"", ""Gilles Lellouche""]",-1,"[""arabic"", ""anglais"", ""francais"", ""espagnol""]",116593,8
vous avez un message,1998,a9c02894c64fb546fd9c19dbb08e93f1,https://www.allocine.fr/film/fichefilm_gen_cfilm=15560.html,nora ephron,etatsunis,7140,romance,-1,405103,-1,1,1058239,380,3.1,3,"[""Tom Hanks"", ""Meg Ryan"", ""Parker Posey"", ""Jean Stapleton""]",65000000,"[""anglais""]",96212,0
stargate,1994,a9ea08e17ee7791136e87339a49c8998,https://www.allocine.fr/film/fichefilm_gen_cfilm=11478.html,roland emmerich,etatsunis,7140,science fiction,-1,634006,-1,1,2698444,262,3,3.7,"[""Kurt Russell"", ""James Spader"", ""Viveca Lindfors"", ""Jaye Davidson""]",55000000,"[""anglais""]",-1,0
prometheus,2012,aa728ce67c098d0f716570bddb79d7e1,https://www.allocine.fr/film/fichefilm_gen_cfilm=141564.html,ridley scott,etatsunis,7380,science fiction,139229,812356,678298,1,1837125,665,3.4,3.3,"[""Noomi Rapace"", ""Michael Fassbender"", ""Charlize Theron"", ""Idris Elba""]",150000000,"[""anglais""]",133200,0
bernie,1996,ab146ec7f40841b62a307f235c2c6cb8,https://www.allocine.fr/film/fichefilm_gen_cfilm=15895.html,albert dupontel,france,5220,comedie,-1,189800,-1,5,849722,121,1.5,3.6,"[""Albert Dupontel"", ""Roland Blanche"", ""Roland Bertin"", ""Hélène Vincent""]",2210000,"[""francais""]",88891,0
cortex,2008,aba8551567aa0da182fa4bf20744ef7c,https://www.allocine.fr/film/fichefilm_gen_cfilm=123103.html,nicolas boukhrief,france,6300,thriller,12138,121858,95052,6,224865,190,3.1,2.5,"[""André Dussollier"", ""Marthe Keller"", ""Julien Boisselier"", ""Chantal Neuwirth""]",4500000,"[""francais""]",115713,0
dans la brume electrique,2009,aba9e61a248f14e77cebff16beb29dee,https://www.allocine.fr/film/fichefilm_gen_cfilm=125128.html,bertrand tavernier,france,7020,thriller,43068,315794,260594,4,856659,219,4.1,3,"[""Tommy Lee Jones"", ""John Goodman"", ""Peter Sarsgaard"", ""Mary Steenburgen""]",-1,"[""anglais""]",122252,1
jai tue ma mere,2009,ac19ab28adf9cbacbc02d4ed8cf3b123,https://www.allocine.fr/film/fichefilm_gen_cfilm=145951.html,xavier dolan,canada,6000,drame,2205,18082,13310,18,55566,58,3.5,3.8,"[""Xavier Dolan"", ""Anne Dorval"", ""Suzanne Clément"", ""Elise Guilbault""]",-1,"[""francais""]",123628,2
la haine,1995,acd3474a73e4a28df4199d3a6aee4a5d,https://www.allocine.fr/film/fichefilm_gen_cfilm=12551.html,mathieu kassovitz,france,5700,drame,-1,365426,-1,1,2042070,118,4.6,4.1,"[""Vincent Cassel"", ""Hubert Koundé"", ""Saïd Taghmaoui"", ""Karim Belkhadra""]",2590000,"[""francais""]",83321,6
air force one,1997,acffa363d0230e4f5d5147a369b8e0d2,https://www.allocine.fr/film/fichefilm_gen_cfilm=10371.html,wolfgang petersen,etatsunis,7500,aventure action,-1,394197,-1,2,941216,447,-1,2.4,"[""Harrison Ford"", ""Gary Oldman"", ""Glenn Close"", ""Paul Guilfoyle (II)""]",85000000,"[""anglais""]",92714,0
le reve de cassandre,2007,ad04c4bc99d615af983ebf23f5e03c7a,https://www.allocine.fr/film/fichefilm_gen_cfilm=111153.html,woody allen,etatsunis,6480,comedie dramatique,26141,196577,162290,7,420089,190,2.9,3.3,"[""Colin Farrell"", ""Ewan McGregor"", ""Tom Wilkinson"", ""Hayley Atwell""]",-1,"[""anglais""]",119148,0
breaking the waves,1996,ad1de73a1186a1e18f64b19923ce10d3,https://www.allocine.fr/film/fichefilm_gen_cfilm=15408.html,lars von trier,danemark,9480,drame,-1,113464,-1,5,635599,115,-1,3.6,"[""Emily Watson"", ""Stellan Skarsgård"", ""Jean-Marc Barr"", ""Katrin Cartlidge""]",-1,"[""anglais""]",88696,2
une journee en enfer,1995,ae6d0cecf556d5303c4bd8ccbc471006,https://www.allocine.fr/film/fichefilm_gen_cfilm=12854.html,john mctiernan,etatsunis,7680,aventure action,181022,919184,688448,1,3458382,494,3.2,4.2,"[""Bruce Willis"", ""Jeremy Irons"", ""Samuel L. Jackson"", ""Larry Bryggman""]",90000000,"[""anglais"", ""allemand"", ""roumain""]",88106,0
restless,2011,ae7c47066237197f29b92af0d100f0c1,https://www.allocine.fr/film/fichefilm_gen_cfilm=171731.html,gus van sant,etatsunis,5460,drame,7200,44762,35340,18,80172,101,3.4,3.8,"[""Henry Hopper"", ""Mia Wasikowska"", ""Ryô Kase"", ""Schuyler Fisk""]",15000000,"[""anglais""]",129890,0
a bord du darjeeling limited,2007,aeb0a22d36c3854ee34cbec4fca6f37b,https://www.allocine.fr/film/fichefilm_gen_cfilm=115736.html,wes anderson,etatsunis,6420,comedie,15634,155971,112651,6,565603,135,3.8,3.6,"[""Owen Wilson"", ""Adrien Brody"", ""Jason Schwartzman"", ""Amara Karan""]",17500000,"[""anglais"", ""allemand"", ""hindi""]",-1,0
twister,1996,aeb1f4d9ddbacd47140a2ba31f731ec0,https://www.allocine.fr/film/fichefilm_gen_cfilm=15037.html,jan de bont,etatsunis,6780,catastrophe,356265,1078707,-1,1,2515282,509,-1,2.9,"[""Helen Hunt"", ""Bill Paxton"", ""Jami Gertz"", ""Cary Elwes""]",92000000,"[""anglais""]",90266,1
un plan simple,1998,af40b5dc630e948dac414b84310329f3,https://www.allocine.fr/film/fichefilm_gen_cfilm=12318.html,sam raimi,etatsunis,7260,thriller,-1,70916,-1,12,126575,133,3.9,3.7,"[""Bill Paxton"", ""Billy Bob Thornton"", ""Bridget Fonda"", ""Brent Briscoe""]",17000000,"[""anglais""]",328320,1
la nuit au musee 2,2009,aff8fe0588cacc0ee21ef90376a23937,https://www.allocine.fr/film/fichefilm_gen_cfilm=130318.html,shawn levy,etatsunis,6300,film familial,-1,638473,592019,1,1635276,696,3,2.5,"[""Ben Stiller"", ""Robin Williams"", ""Hank Azaria"", ""Amy Adams""]",150000000,"[""anglais""]",123093,0
heat,1995,b0be831daa0bc1b4fe86e6e2a5490496,https://www.allocine.fr/film/fichefilm_gen_cfilm=14046.html,michael mann,etatsunis,10200,aventure action,-1,482236,-1,2,1434256,250,3.2,4.3,"[""Al Pacino"", ""Robert De Niro"", ""Val Kilmer"", ""Jon Voight""]",-1,"[""anglais""]",89431,0
